fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,Oct,18,MAHARASHTRA,1820,Dharashiv,1016693,270.146366116868,37,106,1287.515937901,1699,64,22778,1011158,78049,25253,4757,1076,54.61583,4073.738360601,27081,41833,70032,186932,1656,311944,687733,24477,2731.6065927,384870,82,63.33,0.54,100.38,
2023-2024,Oct,18,MAHARASHTRA,1826,WARDHA,673443,275.928962121179,35,133,735.75212706,2995,9,10562,673701,81506,16411,61857,13359,94.68318,2689.37148416,18909,31181,49760,122362,992,205939,386427,13557,1858.9361771,248444,88,65.53,0.5,103.01,
2023-2024,Oct,18,MAHARASHTRA,1827,NAGPUR,961561,258.146950739475,30,264,1943.416325001,4436,37,16744,961561,136490,34212,121341,30769,123.19265,4548.849376001,31483,44943,102393,236093,1251,268734,523244,21180,2482.240401,390132,82,56.16,3.75,102.6,
2023-2024,Oct,18,MAHARASHTRA,1830,GADCHIROLI,1590844,263.704167942929,26,718,2921.425780567,8452,2,10225,1590844,176126,41257,660787,171063,138.06927,7254.616984037,59886,104902,136037,396650,981,226635,595352,18677,4195.12193347,773714,82,25.81,21.32,100.0,
2023-2024,Oct,18,MAHARASHTRA,1834,HINGOLI,1578563,271.515868115495,36,80,1639.641141176,2312,21,21746,1578563,235232,46352,244158,44381,67.9908,5993.680974376,43278,69827,92897,241362,2311,251203,581154,24058,4286.0490332,633326,90,74.53,0.65,100.2,
2023-2024,Aug,18,MAHARASHTRA,1802,THANE,174326,279.406109300965,21,27,128.267652908,1951,10,9882,174326,9040,3280,63407,36187,0.25919,615.604337008,7955,13808,29126,93664,88,129887,314542,11833,487.0774941,73618,93,57.37,5.11,108.33,
2023-2024,Aug,18,MAHARASHTRA,1812,SANGLI,237949,254.135360938689,25,16,366.09492946,1037,79,16105,237949,19067,8701,456,240,7.29327,978.10074946,9192,13426,48901,104841,168,307854,540529,17142,604.71255,89142,86,44.23,0.18,100.27,
2023-2024,Aug,18,MAHARASHTRA,1813,SOLAPUR,327712,256.769480613187,21,31,455.159449272,2038,138,21193,332623,24499,15169,2823,2521,68.2279,1377.461698772,15518,25258,73612,172073,279,530561,920860,23231,854.074349500001,123101,95,65.67,0.02,101.4,
2023-2024,Aug,18,MAHARASHTRA,1821,LATUR,2304639,275.891734887763,40,153,1876.346919842,3079,15,26243,2304639,291126,56252,26117,3964,245.71006,8480.365499842,56767,93232,114833,294705,4470,365742,792100,29322,6358.30852,954425,87,65.29,0.76,99.9,
2023-2024,Aug,18,MAHARASHTRA,1824,AMRAVATI,3873516,258.176848741557,50,730,4469.155556428,12017,8,42373,3873516,405658,54033,1365444,138921,83.17063,14552.847730728,77086,141059,186299,521587,10399,456610,1032936,54390,10000.5215443,1589142,78,27.47,18.36,103.91,
2023-2024,Aug,18,MAHARASHTRA,1827,NAGPUR,732105,256.23993089789,27,213,878.455203576001,3175,49,17102,732105,101348,34134,91048,30616,119.50999,2873.910539676,26741,38249,102046,235635,687,266774,520929,20277,1875.9453461,299663,81,52.67,3.63,103.46,
2023-2024,Aug,18,MAHARASHTRA,1834,HINGOLI,1427022,271.119783507192,35,76,1039.077499732,1612,32,21569,1427022,200853,46343,214672,44368,0.0,4908.016456732,40708,65460,92595,240844,1806,250012,579341,23181,3868.938957,570808,89,76.78,0.62,100.21,
2023-2024,Aug,18,MAHARASHTRA,1835,PALGHAR,2174029,253.542222233466,32,648,2740.773147537,7962,23,35248,2174029,8143,1871,2024992,348971,73.84343,8326.698016137,66639,128578,129558,390533,2817,290964,704522,43210,5512.0814386,1235908,83,15.17,13.33,99.96,
2023-2024,May,18,MAHARASHTRA,1802,THANE,75871,202.845605171937,15,11,2.06918,249,104,10745,75871,3598,3263,29183,36145,0.25919,156.2293591,4766,8276,29010,93377,13,129280,314147,10994,153.9009891,32856,94,65.07,2.18,120.77,
2023-2024,May,18,MAHARASHTRA,1808,JALGAON,216368,194.483959134438,14,32,7.34204,1179,511,44007,216368,16171,32335,18149,38119,2.29542,430.4385127,15096,22295,134364,333112,20,638091,1225646,45186,420.8010527,87770,93,54.88,1.37,101.79,
2023-2024,May,18,MAHARASHTRA,1809,AHMEDNAGAR,324112,232.643325023449,16,43,13.41578,1711,282,42646,324112,25238,35598,18553,27606,11.2605,778.7012136,19948,30738,156202,449100,51,752774,1871881,44357,754.0249336,132051,85,67.95,2.26,103.29,
2023-2024,May,18,MAHARASHTRA,1810,PUNE,60974,281.773975136944,15,18,114.462377351,322,613,24705,60974,4883,10609,12429,21529,11.77007,298.041310951,3993,6499,55579,148347,0,357578,776247,25027,171.8088636,27701,92,78.6,0.34,108.16,
2023-2024,May,18,MAHARASHTRA,1816,JALNA,860798,171.465169081789,19,183,101.331587702,285,188,42967,860826,32217,19826,4861,2977,1.308,1578.656344102,44630,84128,144003,396677,308,438253,1022158,43252,1476.0167564,363599,71,61.56,0.19,99.47,
2023-2024,May,18,MAHARASHTRA,1817,PARBHANI,369287,205.338609211805,13,66,27.6616767,90,275,32169,369287,14902,20555,1901,2766,77.22313,863.1735965,27389,42697,123783,290047,18,374958,751189,32259,758.2887898,141015,90,71.41,0.13,101.66,
2023-2024,April,18,MAHARASHTRA,1804,RATNAGIRI,52857,185.15120040865,11,29,32.56611165,748,326,29755,52857,2342,8914,258,1258,0.0,130.43148165,4788,7020,59952,136880,0,245158,464452,30503,97.86537,21547,95,79.34,0.09,99.93,
2023-2024,April,18,MAHARASHTRA,1808,JALGAON,42823,251.757670177241,11,8,0.29287,714,880,43624,42823,2204,32314,3516,38028,2.29542,110.3984771,3742,5290,134097,332679,1,637276,1225790,44338,107.8101871,18178,93,56.8,1.58,108.65,
2023-2024,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,255071,213.093617384963,12,109,204.069392607,313,374,58489,255071,8947,27190,7285,11727,0.0,747.609413407,20386,33132,199660,546701,1,630731,1362035,58802,543.5400208,103431,94,59.03,1.25,100.7,
2023-2024,April,18,MAHARASHTRA,1816,JALNA,175136,222.558915585602,14,37,67.69602,213,422,40399,175136,5054,19812,1128,2971,1.308,458.7848024,12331,23793,142632,394174,10,435843,1018798,40612,389.7807824,74146,70,68.87,0.35,99.72,
2023-2024,April,18,MAHARASHTRA,1820,Dharashiv,29364,314.648850292876,11,10,77.32633,273,397,21852,29364,2565,25229,288,1064,2.63675,172.3565684,2520,3462,68938,185251,2,307528,683704,22125,92.3934884,11116,81,54.0,0.45,100.73,
2023-2024,Feb,18,MAHARASHTRA,1806,NASHIK,2123367,268.938759941799,32,546,3749.984026409,14171,15,48375,2379348,46848,11636,835824,216132,205.08286,10354.055892309,73202,122349,183698,520849,3522,677957,1447916,62546,6398.9890059,847453,81,35.97,14.91,100.07,
2023-2024,Feb,18,MAHARASHTRA,1812,SANGLI,531802,258.303935459804,32,45,772.030740648,4642,11,14357,624603,47423,8709,895,240,77.292,2462.696870648,19189,28514,49360,105549,692,310462,544436,18999,1613.37413,225338,86,48.08,0.11,100.81,
2023-2024,Feb,18,MAHARASHTRA,1816,JALNA,4557406,260.529674147382,51,383,2289.94487113,6826,19,45296,5386116,190378,20002,33649,2986,390.66321,16713.03854513,104959,198569,150195,406556,13190,459217,1047661,52122,14032.430464,2243083,75,57.19,0.41,99.6,
2023-2024,Feb,18,MAHARASHTRA,1828,BHANDARA,3234099,190.488832972751,27,5148,3002.627993,15288,5,16321,3483252,436866,62547,276332,34184,362.09774,9999.9318173,126735,208560,192728,463645,2132,284973,627840,31609,6635.2060843,2083578,84,24.93,14.71,101.56,
2023-2024,March,18,MAHARASHTRA,1824,AMRAVATI,7731377,419.272910189546,55,1065,15922.651604627,23331,3,36938,6409878,1051899,54238,4083335,140037,1026.16038,43823.6940148264,115058,219559,188023,524664,34296,466549,1043758,60269,26874.8820301994,4472261,79,31.06,20.47,118.85,
2023-2024,Jan,18,MAHARASHTRA,1804,RATNAGIRI,507073,279.797922736382,24,149,537.726810260999,9167,14,26334,522471,31211,8997,4950,1288,83.01989,2082.609705161,21218,32669,61323,139252,419,251744,472173,35501,1461.8630049,221305,95,79.08,0.15,100.98,
2023-2024,Jan,18,MAHARASHTRA,1807,DHULE,1261325,271.116028264827,33,105,693.984826839,8080,12,24897,1286546,70666,16441,254405,81168,110.31139,4292.328633839,38377,64199,94992,263919,2242,432081,913278,32977,3488.032417,501707,89,32.25,0.69,100.97,
2023-2024,Jan,18,MAHARASHTRA,1809,AHMEDNAGAR,2131842,267.353722657587,35,137,2158.610871365,16035,13,36638,2231588,148602,35682,99098,27704,247.82961,8372.674073745,63424,104453,157756,452327,4721,762292,1887728,52673,5966.23359238,907097,87,71.84,0.42,102.94,
2023-2024,Jan,18,MAHARASHTRA,1813,SOLAPUR,813151,242.05448330775,29,57,684.847252422,6724,19,19267,869715,50122,15269,8068,2523,90.78625,2880.817651922,29383,49070,75689,175594,1263,542378,938762,25991,2105.1841495,319893,96,72.88,0.01,107.64,
2023-2024,June,18,MAHARASHTRA,1809,AHMEDNAGAR,620034,249.875172038953,21,57,18.95416,2916,174,42530,620034,44688,35605,29719,27627,11.9245,1580.1896842,28980,45187,156447,449624,360,753656,1872667,45446,1549.3110242,249464,86,68.48,1.34,101.72,
2023-2024,June,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1981962,228.408715350763,28,389,319.097302607,945,69,63749,1981934,63921,27274,39191,11798,80.77704,4926.784331107,68884,114937,202502,551923,1726,637483,1372550,64694,4526.9099885,802932,94,68.49,0.94,101.08,
2023-2024,June,18,MAHARASHTRA,1816,JALNA,1873590,233.058473879521,29,241,109.603277702,506,89,44367,1872860,68261,19844,11349,2983,14.59096,4489.053171602,63297,120731,144842,398145,2122,439862,1023870,44873,4364.8589339,797535,72,56.43,0.28,99.34,
2023-2024,June,18,MAHARASHTRA,1821,LATUR,1477337,229.028138468068,32,127,366.76949653,1422,60,25479,1477337,178693,56226,17321,3964,15.19674,3765.48366653,45941,74890,113991,293167,1446,363038,788005,26901,3383.51743,605532,87,62.59,1.0,99.92,
2023-2024,June,18,MAHARASHTRA,1830,GADCHIROLI,1230113,244.721963648868,24,649,972.820677769,2909,33,13526,1230113,123423,41230,501562,170868,33.7077,4016.885066469,50797,89634,135812,396210,557,224947,602675,16435,3010.3566887,625231,83,30.53,29.79,100.01,
2023-2024,Oct,18,MAHARASHTRA,1806,NASHIK,1653959,273.526371600783,28,443,2516.794545956,9490,20,50154,1653947,35335,11621,564096,215967,20.55391,7061.329673256,58171,97490,182448,518851,1950,663753,1430726,59644,4523.9812173,601832,80,35.99,16.9,99.85,
2023-2024,Oct,18,MAHARASHTRA,1807,DHULE,942003,265.25771340431,29,88,464.665718199,4814,15,26929,942003,56723,16435,201844,81133,23.84643,2987.247766199,32069,53400,94542,263161,1291,422864,901780,31743,2498.735618,369942,88,28.28,0.66,100.4,
2023-2024,Oct,18,MAHARASHTRA,1818,BEED,5442053,245.010878737926,40,242,3828.659665268,1398,73,57947,5447540,91627,14543,8431,1731,13.49953,17189.224818868,133213,226609,223798,557798,11988,625735,1316846,59345,13347.0656236,2229428,79,61.98,6.3,119.33,
2023-2024,Oct,18,MAHARASHTRA,1821,LATUR,2754919,272.524654808363,44,165,2798.755086181,4809,7,26106,2754919,356095,56268,30997,3966,274.37235,10580.960931181,61861,102006,115364,295630,6115,368779,796116,30915,7507.833495,1143198,87,64.7,0.65,99.91,
2023-2024,Oct,18,MAHARASHTRA,1833,GONDIA,3618937,212.015009628518,27,292,6004.03174139,17627,13,28131,3618937,340562,53445,691753,91140,155.65507,13832.37644039,131801,208636,238295,614783,1983,345573,827583,45758,7672.689629,2241916,83,26.87,9.11,100.07,
2023-2024,Nov,18,MAHARASHTRA,1803,RAIGAD,202689,279.169925353621,21,43,198.138315373,1468,66,16599,202689,5503,3087,44968,14471,0.0,763.985045373,9295,16224,29374,68628,131,170767,317543,18067,565.84673,86975,62,58.1,4.13,105.33,
2023-2024,Nov,18,MAHARASHTRA,1808,JALGAON,1609884,264.02455345851,33,110,1778.281706421,17289,32,32657,1609884,114220,32397,140695,38363,154.11078,6182.881528621,48582,75022,136089,335773,2957,646554,1230360,49946,4250.4890422,637583,92,55.79,0.99,103.77,
2023-2024,Nov,18,MAHARASHTRA,1822,BULDHANA,943984,282.9356986452,19,105,1024.425880324,6554,14,22098,943977,120763,32244,23650,7752,124.15267,3819.426470324,49036,70969,110135,267022,114,470521,984165,28652,2670.84792,326619,93,47.15,0.7,99.87,
2023-2024,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,3094807,238.58176697933,33,523,5236.58217963099,13470,4,25840,3094807,356716,66384,785098,108561,258.64698,12878.874384831,91478,160151,174455,501509,3214,371313,902344,39310,7383.6452252,1555944,79,33.06,12.52,101.29,
2023-2024,Nov,18,MAHARASHTRA,1834,HINGOLI,1643753,270.857307831529,37,82,1826.56865552,2499,20,21881,1643753,249052,46354,256078,44398,218.66728,6497.46105872,44222,71463,93039,241611,2503,251842,582000,24380,4452.2251232,659806,90,73.89,0.63,100.19,
2023-2024,Dec,18,MAHARASHTRA,1812,SANGLI,482815,261.937307484366,30,35,758.269510648,4430,13,14060,482753,40909,8701,779,240,58.17673,2080.956450648,15891,23706,49127,105206,442,309146,542434,18490,1264.51021,178292,86,47.7,0.15,100.15,
2023-2024,Dec,18,MAHARASHTRA,1821,LATUR,3509931,264.562590689105,50,190,3640.961557453,5675,7,26784,3509931,438910,56289,40034,3966,329.00506,13255.931002453,69566,115465,116708,297943,9031,374100,803963,32459,9285.964385,1453789,87,62.94,0.54,99.77,
2023-2024,Dec,18,MAHARASHTRA,1826,WARDHA,803841,275.51377330587,38,145,960.234277676,3591,7,10474,803982,95025,16421,73517,13394,131.7001,3307.015522576,20626,34393,50043,122833,1401,210545,391044,14065,2215.0811449,291860,88,68.33,0.44,102.78,
2023-2024,Dec,18,MAHARASHTRA,1831,NANDURBAR,1668461,259.904169284978,26,112,3465.833646066,14484,21,44789,1666787,50810,12406,1247592,343124,224.66555,8022.548102166,63475,95247,169509,407801,1439,518861,1062703,59273,4332.0489061,684662,81,27.33,3.11,103.01,
2023-2024,Sep,18,MAHARASHTRA,1804,RATNAGIRI,288242,287.957828400191,18,130,417.740935596999,5568,41,28144,288322,17071,8975,2460,1272,55.338,1303.324705597,15924,24175,60916,138592,82,248114,467676,33712,830.24577,123141,95,77.8,0.05,100.79,
2023-2024,Sep,18,MAHARASHTRA,1807,DHULE,794276,262.000255830467,27,79,420.191273299,3540,16,27704,794276,49161,16426,173019,81118,23.83143,2525.027855299,29247,48495,94447,263004,916,421828,900508,31244,2081.005152,312765,88,27.44,0.75,99.87,
2023-2024,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,1321780,274.411877295768,28,96,1527.657299686,11009,29,37536,1321780,96088,35643,62517,27682,151.63038,5306.408991406,46359,74350,157122,451009,2017,756884,1878251,48545,3627.12131172,538259,86,68.13,0.65,101.08,
2023-2024,Sep,18,MAHARASHTRA,1826,WARDHA,600606,276.422294864453,33,128,664.748389528,2649,12,10704,600676,72668,16392,55849,13352,94.68318,2419.833953428,17688,28919,49617,122101,795,204843,385089,13353,1660.4023839,223792,87,65.11,0.44,103.27,
2023-2024,Sep,18,MAHARASHTRA,1828,BHANDARA,2854547,182.961681755459,24,4810,1800.255037346,10058,7,18348,2854547,358072,62541,223962,34176,161.2824,7184.264635046,118015,191766,192673,463545,830,283414,629094,28406,5222.7271977,1765471,85,28.1,22.72,102.0,
2023-2024,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,2765040,232.403716517663,31,498,4230.905433361,9655,7,28517,2765040,312212,66324,695876,108469,176.32712,10833.288276561,86673,151763,174250,501169,2233,367849,898503,38172,6426.0557232,1427382,79,31.27,14.55,101.48,
2023-2024,July,18,MAHARASHTRA,1803,RAIGAD,103798,269.189406346943,18,22,36.85929973,561,188,15122,103798,2927,3043,21825,14271,0.0,316.27251973,5697,9685,28600,67044,38,167703,313065,15683,279.41322,46464,57,48.8,6.81,106.33,
2023-2024,July,18,MAHARASHTRA,1809,AHMEDNAGAR,910097,263.235202478417,25,69,744.552861734002,5707,77,40791,910097,64985,35613,40076,27642,14.88021,3155.128752434,35993,56892,156686,450127,979,754665,1874306,46498,2395.6956807,366549,86,68.63,0.92,101.23,
2023-2024,July,18,MAHARASHTRA,1812,SANGLI,172535,230.201947430956,23,13,160.2960102,657,164,16064,172535,14532,8698,368,240,7.29327,564.7682102,7298,10460,48855,104767,65,307693,540826,16721,397.17893,65332,85,44.82,0.23,100.54,
2023-2024,July,18,MAHARASHTRA,1816,JALNA,2264228,255.169647680011,31,280,537.910547878001,1347,48,44596,2264731,88231,19847,14761,2983,59.03583,6375.852491478,71291,135502,145424,399116,2680,441547,1025084,45943,5778.9061136,960813,73,58.32,0.3,99.39,
2023-2024,July,18,MAHARASHTRA,1819,NANDED,1714824,255.767568677602,29,101,898.845806227,1759,174,41619,1714824,202651,77286,121811,36059,6.28086,5291.090318127,58837,93256,160549,435326,1522,628293,1443555,43378,4385.9636519,750958,87,56.71,1.01,101.27,
2023-2024,July,18,MAHARASHTRA,1822,BULDHANA,506971,259.078084439921,15,69,550.635511307,2747,38,23236,506964,67219,32222,11929,7731,10.31872,1874.386851307,33766,48173,109813,266471,20,468307,983634,25983,1313.43262,180390,93,40.36,0.87,99.95,
2023-2024,July,18,MAHARASHTRA,1823,AKOLA,414111,255.523383199191,17,1194,113.39653641,2647,22,18686,414111,78534,34025,18759,9333,15.28737,1186.83434381,23712,33511,81358,186838,151,274743,537037,21333,1058.1504374,148216,89,23.28,1.26,100.56,
2023-2024,July,18,MAHARASHTRA,1825,YAVATMAL,2191533,260.139281452755,28,317,1058.117001259,5136,42,41859,2191533,156371,39594,289961,71479,23.5884,6782.743600259,75899,111438,193500,450350,1509,647719,1357175,46995,5701.038199,911798,91,54.92,9.99,100.02,
2023-2024,July,18,MAHARASHTRA,1831,NANDURBAR,648789,239.783921536894,19,53,381.107851163,2445,82,53097,648789,20943,12393,520236,342604,68.6021,2005.401657863,32889,48544,168631,406468,336,508279,1047017,55542,1555.6917067,272335,80,25.46,7.09,100.97,
2023-2024,Aug,18,MAHARASHTRA,1803,RAIGAD,126926,280.764792083576,18,26,85.386654117,778,132,15510,126926,3826,3074,26362,14362,0.0,441.750174117,6706,11603,28937,67741,59,168851,314786,16288,356.36352,55900,58,50.04,6.16,106.28,
2023-2024,Aug,18,MAHARASHTRA,1811,SATARA,369470,254.128099710396,24,109,379.637464483,2915,332,14980,369470,22391,12058,1710,892,30.87341,1349.437964483,15193,22998,67673,151328,427,393397,743169,17895,938.92709,157770,87,51.08,2.09,99.83,
2023-2024,Aug,18,MAHARASHTRA,1814,KOLHAPUR,208560,270.627831655159,21,28,231.248695668,1431,174,10935,208560,36942,19376,476,294,45.0988,840.768901368,9861,17348,45019,110852,63,343046,604925,12366,564.4214057,91030,92,39.01,0.0,100.15,
2023-2024,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,3225225,263.688242264754,36,492,2394.42458599801,1684,31,66234,3223944,108264,27321,56720,11820,272.7247,11168.310551198,88765,149931,204700,556164,5499,643375,1382773,67918,8501.1612652,1311925,94,69.69,0.71,101.19,
2023-2024,Aug,18,MAHARASHTRA,1819,NANDED,1954031,263.269877494267,30,111,1638.03034776,2095,94,42578,1954031,250982,77332,140505,36072,8.55598,6790.96134766,64608,102443,160805,435767,2082,629111,1444682,44673,5144.3750199,858285,87,54.0,1.05,101.65,
2023-2024,Aug,18,MAHARASHTRA,1825,YAVATMAL,2433330,270.728028627436,29,337,1517.531614477,8027,28,40166,2433330,183611,39614,335654,71521,262.02324,8367.261193477,81927,120466,193688,450663,1841,648688,1358451,48193,6587.706339,1012162,91,53.03,8.97,100.01,
2023-2024,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,2590158,230.152896043407,30,490,2240.659669706,7429,12,30062,2590158,289964,66316,647693,108409,84.45423,8286.437548806,83776,146743,174175,501033,1777,366942,897383,37491,5961.3236491,1365472,79,30.29,15.81,101.58,
2023-2024,May,18,MAHARASHTRA,1806,NASHIK,304813,168.097820663817,15,140,360.105744241,2012,483,51063,304813,5874,11597,122674,215649,0.0,872.489754341,19394,31503,180157,514972,29,657925,1436335,53075,512.3840101,113873,78,47.05,7.37,99.84,
2023-2024,May,18,MAHARASHTRA,1822,BULDHANA,188894,210.008311539805,10,29,4.86714,498,253,23837,188894,24860,32218,3388,7726,1.30252,402.86276,17711,24962,109730,266311,0,467889,983019,24335,396.6931,67814,93,50.82,0.55,99.92,
2023-2024,May,18,MAHARASHTRA,1828,BHANDARA,758959,92.636647855813,12,2536,421.477331992,2396,65,21878,758959,99740,62533,65727,34169,16.42111,1140.972618192,61484,95881,192590,463394,1,282543,630297,24274,703.0741762,464410,87,29.27,13.68,107.82,
2023-2024,May,18,MAHARASHTRA,1832,WASHIM,139805,211.678039698151,10,56,114.360614632,335,102,17335,139805,12512,17707,4528,5987,10.25209,420.549188032,12833,18745,65736,158796,2,260360,523801,17670,295.9364834,53907,86,43.96,28.83,99.57,
2023-2024,May,18,MAHARASHTRA,1833,GONDIA,1074271,138.346003755105,15,136,1942.808535886,3398,33,35341,1074271,106523,53335,240545,90886,36.95236,3465.971893886,69328,104170,237627,613563,54,340919,823797,38739,1486.210998,669010,84,27.01,6.73,100.01,
2023-2024,May,18,MAHARASHTRA,1834,HINGOLI,503647,165.425160876566,18,52,58.867805,727,89,20610,503647,66968,46322,73222,44341,0.0,892.026665,27549,43822,92253,240252,37,248599,577279,21337,833.15886,201870,89,81.57,0.89,100.0,
2023-2024,Jan,18,MAHARASHTRA,1808,JALGAON,1990348,265.97998029826,37,130,2120.429013487,19440,23,31650,2052103,137593,32416,171088,38433,201.82162,7780.433788587,54434,84822,136571,336537,4303,656152,1241737,51090,5458.1831551,811545,92,53.64,0.92,103.33,
2023-2024,Jan,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,7142003,248.584552023508,52,993,5383.527306901,8716,11,69574,7585811,231871,27644,120719,11976,472.25616,24712.937758601,144859,256898,213514,571833,20784,664914,1418298,78290,18857.1542917,3127720,94,72.73,0.56,113.12,
2023-2024,Jan,18,MAHARASHTRA,1816,JALNA,4446250,257.150942867955,47,349,2287.66948113,6304,20,44843,4653833,170494,19990,30098,2986,351.81376,14606.85868013,98853,187544,149568,405615,10446,456466,1044449,51147,11967.375439,1946810,75,57.49,0.22,99.49,
2023-2024,Jan,18,MAHARASHTRA,1817,PARBHANI,4222349,244.047234978599,50,185,1700.700113316,1947,29,34650,4524012,193827,20729,21479,2776,406.70486,13148.131169416,89398,145945,132304,301558,11452,399305,780907,36597,11040.7261961,1768845,90,69.66,0.05,110.61,
2023-2024,Jan,18,MAHARASHTRA,1823,AKOLA,902873,262.378889147713,26,1665,331.51519991,5952,3,17734,935858,156490,34202,42830,9343,140.3602,2927.36922431,35118,50836,81863,187645,1189,283646,549533,23686,2455.4938244,330624,89,35.71,0.7,104.09,
2023-2024,Jan,18,MAHARASHTRA,1826,WARDHA,855268,271.73419085672,41,151,987.056467676,3730,7,10550,892240,102703,16432,80788,13406,142.35564,3553.933252176,21749,36314,50284,123202,1709,213536,393688,14280,2424.5211445,322007,88,69.81,0.44,102.89,
2023-2024,Jan,18,MAHARASHTRA,1833,GONDIA,4590070,193.0608988667,32,316,8884.29451049098,21232,13,26903,4885997,443559,53500,878104,91302,339.95329,18657.197527291,148635,240157,238790,615712,5104,348228,830260,48135,9432.9497268,3074285,82,26.33,8.59,102.54,
2023-2024,March,18,MAHARASHTRA,1805,SINDHUDURG,367388,298.564817183498,25,135,431.826577696,7102,6,17426,412966,12781,4124,1418,341,47.92213,1712.719890626,16007,26837,41033,94069,550,128077,241120,24528,1232.97118293,172475,72,79.19,4.42,99.76,
2023-2024,March,18,MAHARASHTRA,1808,JALGAON,2097939,330.34434820516,34,153,3128.681330325,20209,18,32051,2110411,162106,32424,205433,38468,228.88284,10329.187632725,61136,95359,136850,336922,5908,661106,1248034,52260,6971.6234624,1009647,93,54.05,0.74,103.25,
2023-2024,March,18,MAHARASHTRA,1810,PUNE,428532,289.216389458678,29,92,1124.579515939,7005,55,22564,613775,32101,10714,70034,21741,50.11976,2949.837170339,20688,35154,57719,152852,1009,372872,800854,29569,1775.1378944,253310,93,75.86,0.16,106.29,
2023-2024,March,18,MAHARASHTRA,1813,SOLAPUR,857106,241.979862270326,31,81,1134.533062501,7329,14,19852,1172369,66151,15289,11587,2523,103.29541,4074.725364001,37662,63254,76117,176329,2037,546423,944581,27181,2836.8968915,455474,96,77.39,0.01,112.51,
2023-2024,March,18,MAHARASHTRA,1816,JALNA,4686595,327.634785472503,44,394,2779.477040975,7689,19,45098,4923821,208116,20008,36359,2986,390.66321,19302.290621375,109555,206950,150472,406988,15420,461264,1050265,52787,16132.1503704,2492407,76,56.31,0.51,99.54,
2023-2024,March,18,MAHARASHTRA,1821,LATUR,4019915,344.888542818672,48,218,5641.740396932,6920,1,28586,4173880,601861,56320,56214,3966,391.09995,20428.074257932,86938,144445,118010,300182,16103,383645,816517,35506,14395.233911,2149810,88,59.65,0.31,99.4,
2023-2024,March,18,MAHARASHTRA,1823,AKOLA,951679,313.226405223107,26,1934,548.182917505,6280,3,18365,1064041,196093,34228,56081,9343,148.60206,4029.642351905,40482,58609,81924,187743,1722,285179,551642,24645,3332.8573744,423379,89,37.14,0.85,107.58,
2023-2024,March,18,MAHARASHTRA,1825,YAVATMAL,3787163,291.246209395791,36,532,4280.21312176099,21934,19,32345,4578220,325271,39700,639277,71848,440.23843,18054.343759561,124257,185759,196429,454707,8048,668106,1380746,54279,13333.8922078,1945492,91,53.2,11.52,99.88,
